Column1,date,state,tot_cases,new_case,tot_death,new_death,Region,Population Density
1512,16-02-2020,OR,0,0,0,0,West,15.8
1513,16-02-2020,MI,0,0,0,0,NorthCentral,67.6
1514,16-02-2020,ID,0,0,0,0,West,7.5
1515,16-02-2020,VA,0,0,0,0,South,80.8
1516,16-02-2020,AZ,1,0,0,0,West,22.5
1517,16-02-2020,KY,0,0,0,0,South,43
1519,16-02-2020,MA,1,0,0,0,NorthEast,331.6
1520,16-02-2020,OH,0,0,0,0,NorthCentral,109.3
1521,16-02-2020,KS,0,0,0,0,NorthCentral,13.7
1523,16-02-2020,AR,0,0,0,0,South,22
1524,16-02-2020,AK,0,0,0,0,West,0.5
1526,16-02-2020,TX,0,0,0,0,South,39.1
1527,16-02-2020,SD,0,0,0,0,NorthCentral,4.3
1528,16-02-2020,FL,0,0,0,0,South,140.8
1529,16-02-2020,OK,1,0,0,0,South,21.7
1530,16-02-2020,PA,0,0,0,0,NorthEast,110.2
1531,16-02-2020,IA,0,0,0,0,NorthCentral,21.4
1532,16-02-2020,NY,0,0,0,0,NorthEast,161
1534,16-02-2020,TN,0,0,0,0,South,60.8
1535,16-02-2020,GA,0,0,0,0,South,67.1
1536,16-02-2020,NM,0,0,0,0,West,6.6
1538,16-02-2020,WV,0,0,0,0,South,29.8
1539,16-02-2020,CO,0,0,0,0,West,19.6
1540,16-02-2020,UT,0,0,0,0,West,13.6
1541,16-02-2020,HI,0,0,0,0,West,84.4
1543,16-02-2020,DC,0,0,0,0,South,"4,088.40"
1544,16-02-2020,LA,0,0,0,0,South,41.3
1545,16-02-2020,DE,0,0,0,0,South,183.4
1546,16-02-2020,CT,0,0,0,0,NorthEast,286.7
1547,16-02-2020,IN,0,0,0,0,NorthCentral,70.8
1548,16-02-2020,MD,0,0,0,0,South,235.8
1552,16-02-2020,WI,0,0,0,0,NorthCentral,40.9
1553,16-02-2020,RI,0,0,0,0,NorthEast,392.7
1554,16-02-2020,NJ,0,0,0,0,NorthEast,467.2
1555,16-02-2020,WY,0,0,0,0,West,2.3
1556,16-02-2020,VT,0,0,0,0,NorthEast,26.3
1557,16-02-2020,AL,0,0,0,0,South,36.9
1558,16-02-2020,MT,0,0,0,0,West,2.7
1559,16-02-2020,SC,0,0,0,0,South,61.3
1560,16-02-2020,MO,0,0,0,0,NorthCentral,33.9
1561,17-02-2020,MT,0,0,0,0,West,2.7
1562,17-02-2020,MO,0,0,0,0,NorthCentral,33.9
1563,17-02-2020,NC,0,0,0,0,South,78.2
1564,17-02-2020,MI,0,0,0,0,NorthCentral,67.6
1565,17-02-2020,CA,8,0,0,0,West,95
1566,17-02-2020,IL,2,0,0,0,NorthCentral,89.6
1568,17-02-2020,IN,0,0,0,0,NorthCentral,70.8
1569,17-02-2020,ME,0,0,0,0,NorthEast,16.6
1570,17-02-2020,CT,0,0,0,0,NorthEast,286.7
1572,17-02-2020,NV,0,0,0,0,West,9.8
1573,17-02-2020,DC,0,0,0,0,South,"4,088.40"
1574,17-02-2020,AL,0,0,0,0,South,36.9
1575,17-02-2020,ND,0,0,0,0,NorthCentral,4
1576,17-02-2020,FL,0,0,0,0,South,140.8
1577,17-02-2020,NM,0,0,0,0,West,6.6
1578,17-02-2020,GA,0,0,0,0,South,67.1
1579,17-02-2020,MA,1,0,0,0,NorthEast,331.6
1580,17-02-2020,WV,0,0,0,0,South,29.8
1581,17-02-2020,KS,0,0,0,0,NorthCentral,13.7
1582,17-02-2020,HI,0,0,0,0,West,84.4
1583,17-02-2020,TN,0,0,0,0,South,60.8
1584,17-02-2020,SD,0,0,0,0,NorthCentral,4.3
1585,17-02-2020,OK,3,2,0,0,South,21.7
1588,17-02-2020,CO,0,0,0,0,West,19.6
1589,17-02-2020,AR,0,0,0,0,South,22
1590,17-02-2020,TX,0,0,0,0,South,39.1
1591,17-02-2020,UT,0,0,0,0,West,13.6
1593,17-02-2020,IA,0,0,0,0,NorthCentral,21.4
1594,17-02-2020,OH,0,0,0,0,NorthCentral,109.3
1595,17-02-2020,AK,0,0,0,0,West,0.5
1596,17-02-2020,NY,0,0,0,0,NorthEast,161
1599,17-02-2020,PA,0,0,0,0,NorthEast,110.2
1601,17-02-2020,MD,0,0,0,0,South,235.8
1602,17-02-2020,ID,0,0,0,0,West,7.5
1603,17-02-2020,NJ,0,0,0,0,NorthEast,467.2
1604,17-02-2020,LA,0,0,0,0,South,41.3
1605,17-02-2020,VA,0,0,0,0,South,80.8
1606,17-02-2020,DE,0,0,0,0,South,183.4
1607,17-02-2020,MN,0,0,0,0,NorthCentral,26.3
1608,17-02-2020,MS,0,0,0,0,South,24.6
1609,17-02-2020,AZ,1,0,0,0,West,22.5
1610,17-02-2020,RI,0,0,0,0,NorthEast,392.7
1612,17-02-2020,WI,0,0,0,0,NorthCentral,40.9
1613,17-02-2020,NE,0,0,0,0,NorthCentral,9.4
1614,17-02-2020,WY,0,0,0,0,West,2.3
1615,17-02-2020,SC,0,0,0,0,South,61.3
1616,17-02-2020,NH,0,0,0,0,NorthEast,57.1
1617,17-02-2020,OR,0,0,0,0,West,15.8
1618,17-02-2020,VT,0,0,0,0,NorthEast,26.3
1619,17-02-2020,WA,1,0,0,0,West,40.5
1620,17-02-2020,KY,0,0,0,0,South,43
1621,18-02-2020,CA,8,0,0,0,West,95
1622,18-02-2020,KY,0,0,0,0,South,43
1623,18-02-2020,MN,0,0,0,0,NorthCentral,26.3
1625,18-02-2020,NJ,0,0,0,0,NorthEast,467.2
1626,18-02-2020,OR,0,0,0,0,West,15.8
1627,18-02-2020,SC,0,0,0,0,South,61.3
1628,18-02-2020,RI,0,0,0,0,NorthEast,392.7
1629,18-02-2020,AL,0,0,0,0,South,36.9
1630,18-02-2020,ID,0,0,0,0,West,7.5
1631,18-02-2020,ND,0,0,0,0,NorthCentral,4
1632,18-02-2020,NV,0,0,0,0,West,9.8
1633,18-02-2020,ME,0,0,0,0,NorthEast,16.6
1634,18-02-2020,IN,0,0,0,0,NorthCentral,70.8
1635,18-02-2020,DE,0,0,0,0,South,183.4
1636,18-02-2020,NC,0,0,0,0,South,78.2
1637,18-02-2020,WI,0,0,0,0,NorthCentral,40.9
1638,18-02-2020,MI,0,0,0,0,NorthCentral,67.6
1639,18-02-2020,MD,0,0,0,0,South,235.8
1640,18-02-2020,AR,0,0,0,0,South,22
1643,18-02-2020,CO,0,0,0,0,West,19.6
1644,18-02-2020,AK,0,0,0,0,West,0.5
1645,18-02-2020,MA,1,0,0,0,NorthEast,331.6
1646,18-02-2020,WV,0,0,0,0,South,29.8
1647,18-02-2020,TX,0,0,0,0,South,39.1
1648,18-02-2020,HI,0,0,0,0,West,84.4
1649,18-02-2020,NY,0,0,0,0,NorthEast,161
1650,18-02-2020,PA,0,0,0,0,NorthEast,110.2
1651,18-02-2020,SD,0,0,0,0,NorthCentral,4.3
1652,18-02-2020,OH,0,0,0,0,NorthCentral,109.3
1653,18-02-2020,IA,0,0,0,0,NorthCentral,21.4
1654,18-02-2020,GA,0,0,0,0,South,67.1
1655,18-02-2020,FL,0,0,0,0,South,140.8
1656,18-02-2020,KS,0,0,0,0,NorthCentral,13.7
1658,18-02-2020,OK,3,0,0,0,South,21.7
1659,18-02-2020,NM,0,0,0,0,West,6.6
1662,18-02-2020,TN,0,0,0,0,South,60.8
1663,18-02-2020,UT,0,0,0,0,West,13.6
1665,18-02-2020,LA,0,0,0,0,South,41.3
1666,18-02-2020,WY,0,0,0,0,West,2.3
1667,18-02-2020,NH,0,0,0,0,NorthEast,57.1
1668,18-02-2020,IL,2,0,0,0,NorthCentral,89.6
1669,18-02-2020,CT,0,0,0,0,NorthEast,286.7
1670,18-02-2020,AZ,1,0,0,0,West,22.5
1671,18-02-2020,VT,0,0,0,0,NorthEast,26.3
1672,18-02-2020,DC,0,0,0,0,South,"4,088.40"
1673,18-02-2020,WA,1,0,0,0,West,40.5
1674,18-02-2020,VA,0,0,0,0,South,80.8
1675,18-02-2020,NE,0,0,0,0,NorthCentral,9.4
1676,18-02-2020,MS,0,0,0,0,South,24.6
1677,18-02-2020,MT,0,0,0,0,West,2.7
1679,18-02-2020,MO,0,0,0,0,NorthCentral,33.9
1681,19-02-2020,AZ,1,0,0,0,West,22.5
1682,19-02-2020,WY,0,0,0,0,West,2.3
1683,19-02-2020,DE,0,0,0,0,South,183.4
1684,19-02-2020,OR,0,0,0,0,West,15.8
1685,19-02-2020,ID,0,0,0,0,West,7.5
1686,19-02-2020,NV,0,0,0,0,West,9.8
1687,19-02-2020,MT,0,0,0,0,West,2.7
1688,19-02-2020,NJ,0,0,0,0,NorthEast,467.2
1689,19-02-2020,AL,0,0,0,0,South,36.9
1690,19-02-2020,NE,0,0,0,0,NorthCentral,9.4
1691,19-02-2020,DC,0,0,0,0,South,"4,088.40"
1692,19-02-2020,NC,0,0,0,0,South,78.2
1693,19-02-2020,CT,0,0,0,0,NorthEast,286.7
1694,19-02-2020,MS,0,0,0,0,South,24.6
1695,19-02-2020,MD,0,0,0,0,South,235.8
1696,19-02-2020,IL,2,0,0,0,NorthCentral,89.6
1697,19-02-2020,ND,0,0,0,0,NorthCentral,4
1698,19-02-2020,UT,0,0,0,0,West,13.6
1701,19-02-2020,WV,0,0,0,0,South,29.8
1702,19-02-2020,OH,0,0,0,0,NorthCentral,109.3
1703,19-02-2020,KS,0,0,0,0,NorthCentral,13.7
1704,19-02-2020,HI,0,0,0,0,West,84.4
1705,19-02-2020,PA,0,0,0,0,NorthEast,110.2
1707,19-02-2020,TN,0,0,0,0,South,60.8
1708,19-02-2020,MA,1,0,0,0,NorthEast,331.6
1709,19-02-2020,NM,0,0,0,0,West,6.6
1710,19-02-2020,GA,0,0,0,0,South,67.1
1711,19-02-2020,FL,0,0,0,0,South,140.8
1712,19-02-2020,AR,0,0,0,0,South,22
1713,19-02-2020,NY,0,0,0,0,NorthEast,161
1717,19-02-2020,CO,0,0,0,0,West,19.6
1718,19-02-2020,TX,0,0,0,0,South,39.1
1719,19-02-2020,OK,4,1,0,0,South,21.7
1720,19-02-2020,AK,0,0,0,0,West,0.5
1721,19-02-2020,SD,0,0,0,0,NorthCentral,4.3
1722,19-02-2020,IA,0,0,0,0,NorthCentral,21.4
1725,19-02-2020,SC,0,0,0,0,South,61.3
1726,19-02-2020,WA,1,0,0,0,West,40.5
1727,19-02-2020,NH,0,0,0,0,NorthEast,57.1
1728,19-02-2020,KY,0,0,0,0,South,43
1729,19-02-2020,MI,0,0,0,0,NorthCentral,67.6
1730,19-02-2020,VA,0,0,0,0,South,80.8
1731,19-02-2020,IN,0,0,0,0,NorthCentral,70.8
1732,19-02-2020,RI,0,0,0,0,NorthEast,392.7
1733,19-02-2020,VT,0,0,0,0,NorthEast,26.3
1734,19-02-2020,CA,8,0,0,0,West,95
1735,19-02-2020,MN,0,0,0,0,NorthCentral,26.3
1736,19-02-2020,MO,0,0,0,0,NorthCentral,33.9
1737,19-02-2020,ME,0,0,0,0,NorthEast,16.6
1739,19-02-2020,WI,0,0,0,0,NorthCentral,40.9
1740,19-02-2020,LA,0,0,0,0,South,41.3
1741,20-02-2020,ND,0,0,0,0,NorthCentral,4
1742,20-02-2020,AL,0,0,0,0,South,36.9
1743,20-02-2020,CA,8,0,0,0,West,95
1744,20-02-2020,MN,0,0,0,0,NorthCentral,26.3
1745,20-02-2020,NJ,0,0,0,0,NorthEast,467.2
1746,20-02-2020,MI,0,0,0,0,NorthCentral,67.6
1747,20-02-2020,DE,0,0,0,0,South,183.4
1748,20-02-2020,VA,0,0,0,0,South,80.8
1750,20-02-2020,NH,0,0,0,0,NorthEast,57.1
1751,20-02-2020,LA,0,0,0,0,South,41.3
1752,20-02-2020,MD,0,0,0,0,South,235.8
1753,20-02-2020,MO,0,0,0,0,NorthCentral,33.9
1754,20-02-2020,WI,0,0,0,0,NorthCentral,40.9
1756,20-02-2020,VT,0,0,0,0,NorthEast,26.3
1757,20-02-2020,ID,0,0,0,0,West,7.5
1758,20-02-2020,NE,0,0,0,0,NorthCentral,9.4
1759,20-02-2020,AZ,1,0,0,0,West,22.5
1760,20-02-2020,IA,0,0,0,0,NorthCentral,21.4
1762,20-02-2020,MA,1,0,0,0,NorthEast,331.6
1763,20-02-2020,KS,0,0,0,0,NorthCentral,13.7
1764,20-02-2020,NY,0,0,0,0,NorthEast,161
1765,20-02-2020,UT,0,0,0,0,West,13.6
1766,20-02-2020,SD,0,0,0,0,NorthCentral,4.3
1767,20-02-2020,WV,0,0,0,0,South,29.8
1768,20-02-2020,TX,0,0,0,0,South,39.1
1769,20-02-2020,PA,0,0,0,0,NorthEast,110.2
1770,20-02-2020,FL,0,0,0,0,South,140.8
1772,20-02-2020,OK,5,1,0,0,South,21.7
1773,20-02-2020,NM,0,0,0,0,West,6.6
1777,20-02-2020,CO,0,0,0,0,West,19.6
1778,20-02-2020,AR,0,0,0,0,South,22
1779,20-02-2020,GA,0,0,0,0,South,67.1
1781,20-02-2020,AK,0,0,0,0,West,0.5
1782,20-02-2020,HI,0,0,0,0,West,84.4
1783,20-02-2020,OH,0,0,0,0,NorthCentral,109.3
1784,20-02-2020,TN,0,0,0,0,South,60.8
1785,20-02-2020,WY,0,0,0,0,West,2.3
1786,20-02-2020,MS,0,0,0,0,South,24.6
1787,20-02-2020,IN,0,0,0,0,NorthCentral,70.8
1788,20-02-2020,RI,0,0,0,0,NorthEast,392.7
1789,20-02-2020,CT,0,0,0,0,NorthEast,286.7
1790,20-02-2020,NC,0,0,0,0,South,78.2
1791,20-02-2020,ME,0,0,0,0,NorthEast,16.6
1792,20-02-2020,MT,0,0,0,0,West,2.7
1793,20-02-2020,IL,2,0,0,0,NorthCentral,89.6
1794,20-02-2020,NV,0,0,0,0,West,9.8
1795,20-02-2020,SC,0,0,0,0,South,61.3
1796,20-02-2020,OR,0,0,0,0,West,15.8
1797,20-02-2020,DC,0,0,0,0,South,"4,088.40"
1798,20-02-2020,KY,0,0,0,0,South,43
1799,20-02-2020,WA,1,0,0,0,West,40.5
1801,21-02-2020,CA,10,2,0,0,West,95
1803,21-02-2020,AZ,1,0,0,0,West,22.5
1805,21-02-2020,IN,0,0,0,0,NorthCentral,70.8
1806,21-02-2020,AL,0,0,0,0,South,36.9
1807,21-02-2020,DE,0,0,0,0,South,183.4
1808,21-02-2020,WA,1,0,0,0,West,40.5
1809,21-02-2020,MT,0,0,0,0,West,2.7
1810,21-02-2020,MN,0,0,0,0,NorthCentral,26.3
1811,21-02-2020,KY,0,0,0,0,South,43
1813,21-02-2020,NV,0,0,0,0,West,9.8
1814,21-02-2020,NH,0,0,0,0,NorthEast,57.1
1815,21-02-2020,DC,0,0,0,0,South,"4,088.40"
1816,21-02-2020,VA,0,0,0,0,South,80.8
1817,21-02-2020,OR,0,0,0,0,West,15.8
1818,21-02-2020,ND,0,0,0,0,NorthCentral,4
1819,21-02-2020,NJ,0,0,0,0,NorthEast,467.2
1820,21-02-2020,WI,0,0,0,0,NorthCentral,40.9
1821,21-02-2020,RI,0,0,0,0,NorthEast,392.7
1822,21-02-2020,SC,0,0,0,0,South,61.3
1824,21-02-2020,TX,0,0,0,0,South,39.1
1825,21-02-2020,GA,0,0,0,0,South,67.1
1827,21-02-2020,NY,0,0,0,0,NorthEast,161
1828,21-02-2020,PA,0,0,0,0,NorthEast,110.2
1829,21-02-2020,AK,0,0,0,0,West,0.5
1830,21-02-2020,CO,0,0,0,0,West,19.6
1831,21-02-2020,OK,8,3,0,0,South,21.7
1833,21-02-2020,IA,0,0,0,0,NorthCentral,21.4
1834,21-02-2020,MA,1,0,0,0,NorthEast,331.6
1835,21-02-2020,NM,0,0,0,0,West,6.6
1836,21-02-2020,UT,0,0,0,0,West,13.6
1837,21-02-2020,HI,0,0,0,0,West,84.4
1838,21-02-2020,SD,0,0,0,0,NorthCentral,4.3
1839,21-02-2020,WV,0,0,0,0,South,29.8
1840,21-02-2020,TN,0,0,0,0,South,60.8
1841,21-02-2020,KS,0,0,0,0,NorthCentral,13.7
1845,21-02-2020,OH,0,0,0,0,NorthCentral,109.3
1846,21-02-2020,AR,0,0,0,0,South,22
1847,21-02-2020,FL,0,0,0,0,South,140.8
1848,21-02-2020,ME,0,0,0,0,NorthEast,16.6
1849,21-02-2020,MD,0,0,0,0,South,235.8
1850,21-02-2020,NC,0,0,0,0,South,78.2
1851,21-02-2020,IL,2,0,0,0,NorthCentral,89.6
1852,21-02-2020,CT,0,0,0,0,NorthEast,286.7
1853,21-02-2020,LA,0,0,0,0,South,41.3
1854,21-02-2020,ID,0,0,0,0,West,7.5
1855,21-02-2020,MO,0,0,0,0,NorthCentral,33.9
1856,21-02-2020,MS,0,0,0,0,South,24.6
1857,21-02-2020,VT,0,0,0,0,NorthEast,26.3
1858,21-02-2020,NE,0,0,0,0,NorthCentral,9.4
1859,21-02-2020,WY,0,0,0,0,West,2.3
1860,21-02-2020,MI,0,0,0,0,NorthCentral,67.6
1861,22-02-2020,DE,0,0,0,0,South,183.4
1862,22-02-2020,KY,0,0,0,0,South,43
1863,22-02-2020,MN,0,0,0,0,NorthCentral,26.3
1864,22-02-2020,CA,10,0,0,0,West,95
1865,22-02-2020,SC,0,0,0,0,South,61.3
1866,22-02-2020,DC,0,0,0,0,South,"4,088.40"
1867,22-02-2020,MD,0,0,0,0,South,235.8
1869,22-02-2020,MO,0,0,0,0,NorthCentral,33.9
1870,22-02-2020,VA,0,0,0,0,South,80.8
1871,22-02-2020,LA,0,0,0,0,South,41.3
1872,22-02-2020,NV,0,0,0,0,West,9.8
1873,22-02-2020,ME,0,0,0,0,NorthEast,16.6
1874,22-02-2020,AK,0,0,0,0,West,0.5
1877,22-02-2020,FL,0,0,0,0,South,140.8
1878,22-02-2020,TN,0,0,0,0,South,60.8
1879,22-02-2020,UT,0,0,0,0,West,13.6
1880,22-02-2020,HI,0,0,0,0,West,84.4
1881,22-02-2020,SD,0,0,0,0,NorthCentral,4.3
1883,22-02-2020,CO,0,0,0,0,West,19.6
1884,22-02-2020,OH,0,0,0,0,NorthCentral,109.3
1885,22-02-2020,IA,0,0,0,0,NorthCentral,21.4
1886,22-02-2020,MA,1,0,0,0,NorthEast,331.6
1887,22-02-2020,KS,0,0,0,0,NorthCentral,13.7
1888,22-02-2020,PA,0,0,0,0,NorthEast,110.2
1889,22-02-2020,GA,0,0,0,0,South,67.1
1892,22-02-2020,NM,0,0,0,0,West,6.6
1893,22-02-2020,WV,0,0,0,0,South,29.8
1894,22-02-2020,NY,0,0,0,0,NorthEast,161
1895,22-02-2020,AR,0,0,0,0,South,22
1896,22-02-2020,TX,0,0,0,0,South,39.1
1897,22-02-2020,OK,10,2,0,0,South,21.7
1899,22-02-2020,NE,0,0,0,0,NorthCentral,9.4
1900,22-02-2020,MT,0,0,0,0,West,2.7
1901,22-02-2020,MS,0,0,0,0,South,24.6
1902,22-02-2020,ND,0,0,0,0,NorthCentral,4
1903,22-02-2020,WA,1,0,0,0,West,40.5
1904,22-02-2020,MI,0,0,0,0,NorthCentral,67.6
1905,22-02-2020,IN,0,0,0,0,NorthCentral,70.8
1906,22-02-2020,AZ,1,0,0,0,West,22.5
1907,22-02-2020,WY,0,0,0,0,West,2.3
1909,22-02-2020,NH,0,0,0,0,NorthEast,57.1
1910,22-02-2020,RI,0,0,0,0,NorthEast,392.7
1912,22-02-2020,NC,0,0,0,0,South,78.2
1913,22-02-2020,CT,0,0,0,0,NorthEast,286.7
1914,22-02-2020,IL,2,0,0,0,NorthCentral,89.6
1915,22-02-2020,WI,0,0,0,0,NorthCentral,40.9
1916,22-02-2020,AL,0,0,0,0,South,36.9
1917,22-02-2020,VT,0,0,0,0,NorthEast,26.3
1918,22-02-2020,NJ,0,0,0,0,NorthEast,467.2
1919,22-02-2020,OR,0,0,0,0,West,15.8
1920,22-02-2020,ID,0,0,0,0,West,7.5
1921,23-02-2020,MN,0,0,0,0,NorthCentral,26.3
1922,23-02-2020,VA,0,0,0,0,South,80.8
1923,23-02-2020,DE,0,0,0,0,South,183.4
1924,23-02-2020,CT,0,0,0,0,NorthEast,286.7
1926,23-02-2020,KY,0,0,0,0,South,43
1927,23-02-2020,AZ,1,0,0,0,West,22.5
1928,23-02-2020,DC,0,0,0,0,South,"4,088.40"
1929,23-02-2020,MI,0,0,0,0,NorthCentral,67.6
1930,23-02-2020,MS,0,0,0,0,South,24.6
1931,23-02-2020,ME,0,0,0,0,NorthEast,16.6
1932,23-02-2020,ID,0,0,0,0,West,7.5
1933,23-02-2020,WA,1,0,0,0,West,40.5
1934,23-02-2020,NC,0,0,0,0,South,78.2
1935,23-02-2020,LA,0,0,0,0,South,41.3
1936,23-02-2020,OR,0,0,0,0,West,15.8
1937,23-02-2020,ND,0,0,0,0,NorthCentral,4
1938,23-02-2020,AL,0,0,0,0,South,36.9
1940,23-02-2020,WI,0,0,0,0,NorthCentral,40.9
1941,23-02-2020,MD,0,0,0,0,South,235.8
1942,23-02-2020,TN,0,0,0,0,South,60.8
1943,23-02-2020,GA,0,0,0,0,South,67.1
1944,23-02-2020,TX,0,0,0,0,South,39.1
1945,23-02-2020,MA,1,0,0,0,NorthEast,331.6
1946,23-02-2020,PA,0,0,0,0,NorthEast,110.2
1948,23-02-2020,OH,0,0,0,0,NorthCentral,109.3
1949,23-02-2020,HI,0,0,0,0,West,84.4
1950,23-02-2020,AK,0,0,0,0,West,0.5
1953,23-02-2020,SD,0,0,0,0,NorthCentral,4.3
1954,23-02-2020,NY,0,0,0,0,NorthEast,161
1955,23-02-2020,IA,0,0,0,0,NorthCentral,21.4
1957,23-02-2020,CO,0,0,0,0,West,19.6
1958,23-02-2020,KS,0,0,0,0,NorthCentral,13.7
1959,23-02-2020,FL,0,0,0,0,South,140.8
1962,23-02-2020,WV,0,0,0,0,South,29.8
1963,23-02-2020,OK,10,0,0,0,South,21.7
1964,23-02-2020,AR,0,0,0,0,South,22
1965,23-02-2020,NM,0,0,0,0,West,6.6
1966,23-02-2020,UT,0,0,0,0,West,13.6
1968,23-02-2020,SC,0,0,0,0,South,61.3
1969,23-02-2020,VT,0,0,0,0,NorthEast,26.3
1970,23-02-2020,NE,0,0,0,0,NorthCentral,9.4
1971,23-02-2020,IL,2,0,0,0,NorthCentral,89.6
1972,23-02-2020,IN,0,0,0,0,NorthCentral,70.8
1973,23-02-2020,RI,0,0,0,0,NorthEast,392.7
1974,23-02-2020,MT,0,0,0,0,West,2.7
1975,23-02-2020,NV,0,0,0,0,West,9.8
1976,23-02-2020,CA,10,0,0,0,West,95
1977,23-02-2020,WY,0,0,0,0,West,2.3
1978,23-02-2020,NH,0,0,0,0,NorthEast,57.1
1979,23-02-2020,NJ,0,0,0,0,NorthEast,467.2
1980,23-02-2020,MO,0,0,0,0,NorthCentral,33.9
1981,24-02-2020,CA,10,0,0,0,West,95
1982,24-02-2020,AL,0,0,0,0,South,36.9
1983,24-02-2020,NV,0,0,0,0,West,9.8
1984,24-02-2020,WY,0,0,0,0,West,2.3
1985,24-02-2020,ND,0,0,0,0,NorthCentral,4
1986,24-02-2020,WI,0,0,0,0,NorthCentral,40.9
1988,24-02-2020,WA,1,0,0,0,West,40.5
1989,24-02-2020,DC,0,0,0,0,South,"4,088.40"
1990,24-02-2020,MN,0,0,0,0,NorthCentral,26.3
1991,24-02-2020,ME,0,0,0,0,NorthEast,16.6
1992,24-02-2020,MT,0,0,0,0,West,2.7
1993,24-02-2020,IN,0,0,0,0,NorthCentral,70.8
1994,24-02-2020,MS,0,0,0,0,South,24.6
1995,24-02-2020,CT,0,0,0,0,NorthEast,286.7
1996,24-02-2020,KY,0,0,0,0,South,43
1997,24-02-2020,IA,0,0,0,0,NorthCentral,21.4
1998,24-02-2020,HI,0,0,0,0,West,84.4
2000,24-02-2020,MA,1,0,0,0,NorthEast,331.6
2001,24-02-2020,PA,0,0,0,0,NorthEast,110.2
2002,24-02-2020,GA,0,0,0,0,South,67.1
2003,24-02-2020,OK,10,0,0,0,South,21.7
2004,24-02-2020,FL,0,0,0,0,South,140.8
2006,24-02-2020,AR,0,0,0,0,South,22
2007,24-02-2020,TX,0,0,0,0,South,39.1
2008,24-02-2020,SD,0,0,0,0,NorthCentral,4.3
2010,24-02-2020,UT,0,0,0,0,West,13.6
2011,24-02-2020,NY,0,0,0,0,NorthEast,161
2012,24-02-2020,WV,0,0,0,0,South,29.8
2013,24-02-2020,NM,0,0,0,0,West,6.6
2014,24-02-2020,KS,0,0,0,0,NorthCentral,13.7
2017,24-02-2020,CO,0,0,0,0,West,19.6
2018,24-02-2020,OH,0,0,0,0,NorthCentral,109.3
2019,24-02-2020,AK,0,0,0,0,West,0.5
2021,24-02-2020,TN,0,0,0,0,South,60.8
2022,24-02-2020,MD,0,0,0,0,South,235.8
2023,24-02-2020,OR,0,0,0,0,West,15.8
2024,24-02-2020,MO,0,0,0,0,NorthCentral,33.9
2025,24-02-2020,NE,0,0,0,0,NorthCentral,9.4
2026,24-02-2020,LA,0,0,0,0,South,41.3
2027,24-02-2020,RI,0,0,0,0,NorthEast,392.7
2029,24-02-2020,NC,0,0,0,0,South,78.2
2030,24-02-2020,AZ,1,0,0,0,West,22.5
2031,24-02-2020,VA,0,0,0,0,South,80.8
2032,24-02-2020,ID,0,0,0,0,West,7.5
2033,24-02-2020,NJ,0,0,0,0,NorthEast,467.2
2034,24-02-2020,NH,0,0,0,0,NorthEast,57.1
2035,24-02-2020,MI,0,0,0,0,NorthCentral,67.6
2036,24-02-2020,DE,0,0,0,0,South,183.4
2037,24-02-2020,VT,0,0,0,0,NorthEast,26.3
2038,24-02-2020,IL,2,0,0,0,NorthCentral,89.6
2040,24-02-2020,SC,0,0,0,0,South,61.3
2041,25-02-2020,MN,0,0,0,0,NorthCentral,26.3
2042,25-02-2020,IN,0,0,0,0,NorthCentral,70.8
2043,25-02-2020,ME,0,0,0,0,NorthEast,16.6
2044,25-02-2020,DE,0,0,0,0,South,183.4
2045,25-02-2020,KY,0,0,0,0,South,43
2046,25-02-2020,NJ,0,0,0,0,NorthEast,467.2
2047,25-02-2020,NC,0,0,0,0,South,78.2
2048,25-02-2020,NE,0,0,0,0,NorthCentral,9.4
2049,25-02-2020,MO,0,0,0,0,NorthCentral,33.9
2050,25-02-2020,RI,0,0,0,0,NorthEast,392.7
2052,25-02-2020,CT,0,0,0,0,NorthEast,286.7
2053,25-02-2020,ID,0,0,0,0,West,7.5
2055,25-02-2020,VA,0,0,0,0,South,80.8
2056,25-02-2020,NV,0,0,0,0,West,9.8
2057,25-02-2020,IL,2,0,0,0,NorthCentral,89.6
2058,25-02-2020,CA,10,0,0,0,West,95
2059,25-02-2020,TN,0,0,0,0,South,60.8
2060,25-02-2020,CO,0,0,0,0,West,19.6
2061,25-02-2020,IA,0,0,0,0,NorthCentral,21.4
2063,25-02-2020,MA,1,0,0,0,NorthEast,331.6
2065,25-02-2020,UT,0,0,0,0,West,13.6
2066,25-02-2020,KS,0,0,0,0,NorthCentral,13.7
2067,25-02-2020,SD,0,0,0,0,NorthCentral,4.3
2071,25-02-2020,WV,0,0,0,0,South,29.8
2072,25-02-2020,NM,0,0,0,0,West,6.6
2073,25-02-2020,FL,0,0,0,0,South,140.8
2075,25-02-2020,OK,14,4,0,0,South,21.7
2076,25-02-2020,OH,0,0,0,0,NorthCentral,109.3
2077,25-02-2020,AK,0,0,0,0,West,0.5
2078,25-02-2020,PA,0,0,0,0,NorthEast,110.2
2079,25-02-2020,GA,0,0,0,0,South,67.1
2080,25-02-2020,TX,0,0,0,0,South,39.1
2081,25-02-2020,NY,0,0,0,0,NorthEast,161
2082,25-02-2020,AR,0,0,0,0,South,22
2083,25-02-2020,HI,0,0,0,0,West,84.4
2084,25-02-2020,SC,0,0,0,0,South,61.3
