Column1,date,state,tot_cases,new_case,tot_death,new_death,Region,Population Density
1,22-01-2020,AL,0,0,0,0,South,36.9
2,22-01-2020,AZ,0,0,0,0,West,22.5
3,22-01-2020,ME,0,0,0,0,NorthEast,16.6
4,22-01-2020,IN,0,0,0,0,NorthCentral,70.8
5,22-01-2020,CA,0,0,0,0,West,95
6,22-01-2020,MS,0,0,0,0,South,24.6
7,22-01-2020,NE,0,0,0,0,NorthCentral,9.4
8,22-01-2020,SC,0,0,0,0,South,61.3
10,22-01-2020,IL,0,0,0,0,NorthCentral,89.6
12,22-01-2020,CT,0,0,0,0,NorthEast,286.7
13,22-01-2020,NV,0,0,0,0,West,9.8
14,22-01-2020,MN,0,0,0,0,NorthCentral,26.3
15,22-01-2020,LA,0,0,0,0,South,41.3
16,22-01-2020,ND,0,0,0,0,NorthCentral,4
17,22-01-2020,WA,1,1,0,0,West,40.5
18,22-01-2020,ID,0,0,0,0,West,7.5
19,22-01-2020,CO,0,0,0,0,West,19.6
20,22-01-2020,NM,0,0,0,0,West,6.6
21,22-01-2020,IA,0,0,0,0,NorthCentral,21.4
22,22-01-2020,SD,0,0,0,0,NorthCentral,4.3
24,22-01-2020,PA,0,0,0,0,NorthEast,110.2
25,22-01-2020,FL,0,0,0,0,South,140.8
26,22-01-2020,HI,0,0,0,0,West,84.4
28,22-01-2020,MA,0,0,0,0,NorthEast,331.6
29,22-01-2020,NY,0,0,0,0,NorthEast,161
31,22-01-2020,OK,0,0,0,0,South,21.7
32,22-01-2020,TN,0,0,0,0,South,60.8
33,22-01-2020,AK,0,0,0,0,West,0.5
34,22-01-2020,AR,0,0,0,0,South,22
35,22-01-2020,UT,0,0,0,0,West,13.6
37,22-01-2020,KS,0,0,0,0,NorthCentral,13.7
39,22-01-2020,TX,0,0,0,0,South,39.1
40,22-01-2020,OH,0,0,0,0,NorthCentral,109.3
41,22-01-2020,WV,0,0,0,0,South,29.8
42,22-01-2020,GA,0,0,0,0,South,67.1
44,22-01-2020,VT,0,0,0,0,NorthEast,26.3
45,22-01-2020,MD,0,0,0,0,South,235.8
46,22-01-2020,DC,0,0,0,0,South,"4,088.40"
47,22-01-2020,NJ,0,0,0,0,NorthEast,467.2
49,22-01-2020,MT,0,0,0,0,West,2.7
50,22-01-2020,OR,0,0,0,0,West,15.8
51,22-01-2020,NH,0,0,0,0,NorthEast,57.1
52,22-01-2020,DE,0,0,0,0,South,183.4
53,22-01-2020,WY,0,0,0,0,West,2.3
54,22-01-2020,WI,0,0,0,0,NorthCentral,40.9
55,22-01-2020,KY,0,0,0,0,South,43
56,22-01-2020,RI,0,0,0,0,NorthEast,392.7
57,22-01-2020,NC,0,0,0,0,South,78.2
58,22-01-2020,MO,0,0,0,0,NorthCentral,33.9
59,22-01-2020,MI,0,0,0,0,NorthCentral,67.6
60,22-01-2020,VA,0,0,0,0,South,80.8
61,23-01-2020,WY,0,0,0,0,West,2.3
62,23-01-2020,MS,0,0,0,0,South,24.6
63,23-01-2020,NJ,0,0,0,0,NorthEast,467.2
64,23-01-2020,OR,0,0,0,0,West,15.8
65,23-01-2020,MN,0,0,0,0,NorthCentral,26.3
66,23-01-2020,VT,0,0,0,0,NorthEast,26.3
68,23-01-2020,NC,0,0,0,0,South,78.2
69,23-01-2020,RI,0,0,0,0,NorthEast,392.7
70,23-01-2020,NV,0,0,0,0,West,9.8
71,23-01-2020,ME,0,0,0,0,NorthEast,16.6
72,23-01-2020,CA,0,0,0,0,West,95
73,23-01-2020,MT,0,0,0,0,West,2.7
75,23-01-2020,VA,0,0,0,0,South,80.8
76,23-01-2020,NE,0,0,0,0,NorthCentral,9.4
77,23-01-2020,IN,0,0,0,0,NorthCentral,70.8
78,23-01-2020,MD,0,0,0,0,South,235.8
79,23-01-2020,NH,0,0,0,0,NorthEast,57.1
80,23-01-2020,DE,0,0,0,0,South,183.4
81,23-01-2020,CT,0,0,0,0,NorthEast,286.7
82,23-01-2020,ND,0,0,0,0,NorthCentral,4
83,23-01-2020,SC,0,0,0,0,South,61.3
84,23-01-2020,FL,0,0,0,0,South,140.8
86,23-01-2020,IA,0,0,0,0,NorthCentral,21.4
87,23-01-2020,TX,0,0,0,0,South,39.1
88,23-01-2020,MA,0,0,0,0,NorthEast,331.6
89,23-01-2020,AR,0,0,0,0,South,22
90,23-01-2020,SD,0,0,0,0,NorthCentral,4.3
92,23-01-2020,NY,0,0,0,0,NorthEast,161
94,23-01-2020,WV,0,0,0,0,South,29.8
96,23-01-2020,NM,0,0,0,0,West,6.6
98,23-01-2020,GA,0,0,0,0,South,67.1
99,23-01-2020,OH,0,0,0,0,NorthCentral,109.3
100,23-01-2020,TN,0,0,0,0,South,60.8
101,23-01-2020,UT,0,0,0,0,West,13.6
103,23-01-2020,AK,0,0,0,0,West,0.5
104,23-01-2020,CO,0,0,0,0,West,19.6
105,23-01-2020,OK,0,0,0,0,South,21.7
106,23-01-2020,HI,0,0,0,0,West,84.4
107,23-01-2020,PA,0,0,0,0,NorthEast,110.2
108,23-01-2020,KS,0,0,0,0,NorthCentral,13.7
109,23-01-2020,KY,0,0,0,0,South,43
110,23-01-2020,AZ,0,0,0,0,West,22.5
111,23-01-2020,LA,0,0,0,0,South,41.3
112,23-01-2020,WA,1,0,0,0,West,40.5
113,23-01-2020,MI,0,0,0,0,NorthCentral,67.6
114,23-01-2020,MO,0,0,0,0,NorthCentral,33.9
115,23-01-2020,WI,0,0,0,0,NorthCentral,40.9
116,23-01-2020,ID,0,0,0,0,West,7.5
118,23-01-2020,IL,0,0,0,0,NorthCentral,89.6
119,23-01-2020,AL,0,0,0,0,South,36.9
120,23-01-2020,DC,0,0,0,0,South,"4,088.40"
121,24-01-2020,NH,0,0,0,0,NorthEast,57.1
122,24-01-2020,CA,0,0,0,0,West,95
123,24-01-2020,DE,0,0,0,0,South,183.4
124,24-01-2020,VT,0,0,0,0,NorthEast,26.3
125,24-01-2020,ID,0,0,0,0,West,7.5
126,24-01-2020,NV,0,0,0,0,West,9.8
127,24-01-2020,IL,1,1,0,0,NorthCentral,89.6
129,24-01-2020,LA,0,0,0,0,South,41.3
130,24-01-2020,RI,0,0,0,0,NorthEast,392.7
132,24-01-2020,SC,0,0,0,0,South,61.3
133,24-01-2020,MI,0,0,0,0,NorthCentral,67.6
134,24-01-2020,ND,0,0,0,0,NorthCentral,4
135,24-01-2020,PA,0,0,0,0,NorthEast,110.2
136,24-01-2020,CO,0,0,0,0,West,19.6
138,24-01-2020,AR,0,0,0,0,South,22
139,24-01-2020,FL,0,0,0,0,South,140.8
140,24-01-2020,NM,0,0,0,0,West,6.6
141,24-01-2020,AK,0,0,0,0,West,0.5
142,24-01-2020,SD,0,0,0,0,NorthCentral,4.3
143,24-01-2020,MA,0,0,0,0,NorthEast,331.6
144,24-01-2020,NY,0,0,0,0,NorthEast,161
145,24-01-2020,OH,0,0,0,0,NorthCentral,109.3
147,24-01-2020,KS,0,0,0,0,NorthCentral,13.7
148,24-01-2020,TX,0,0,0,0,South,39.1
150,24-01-2020,IA,0,0,0,0,NorthCentral,21.4
151,24-01-2020,GA,0,0,0,0,South,67.1
152,24-01-2020,UT,0,0,0,0,West,13.6
154,24-01-2020,WV,0,0,0,0,South,29.8
155,24-01-2020,OK,0,0,0,0,South,21.7
157,24-01-2020,HI,0,0,0,0,West,84.4
159,24-01-2020,TN,0,0,0,0,South,60.8
160,24-01-2020,MT,0,0,0,0,West,2.7
161,24-01-2020,WY,0,0,0,0,West,2.3
162,24-01-2020,NE,0,0,0,0,NorthCentral,9.4
163,24-01-2020,NJ,0,0,0,0,NorthEast,467.2
164,24-01-2020,MN,0,0,0,0,NorthCentral,26.3
165,24-01-2020,AZ,0,0,0,0,West,22.5
166,24-01-2020,KY,0,0,0,0,South,43
167,24-01-2020,MD,0,0,0,0,South,235.8
168,24-01-2020,VA,0,0,0,0,South,80.8
169,24-01-2020,ME,0,0,0,0,NorthEast,16.6
171,24-01-2020,MS,0,0,0,0,South,24.6
172,24-01-2020,DC,0,0,0,0,South,"4,088.40"
173,24-01-2020,OR,0,0,0,0,West,15.8
174,24-01-2020,NC,0,0,0,0,South,78.2
175,24-01-2020,MO,0,0,0,0,NorthCentral,33.9
176,24-01-2020,AL,0,0,0,0,South,36.9
177,24-01-2020,IN,0,0,0,0,NorthCentral,70.8
178,24-01-2020,CT,0,0,0,0,NorthEast,286.7
179,24-01-2020,WI,0,0,0,0,NorthCentral,40.9
180,24-01-2020,WA,1,0,0,0,West,40.5
181,25-01-2020,MT,0,0,0,0,West,2.7
182,25-01-2020,NJ,0,0,0,0,NorthEast,467.2
183,25-01-2020,VT,0,0,0,0,NorthEast,26.3
184,25-01-2020,KY,0,0,0,0,South,43
186,25-01-2020,ND,0,0,0,0,NorthCentral,4
187,25-01-2020,MS,0,0,0,0,South,24.6
188,25-01-2020,AZ,0,0,0,0,West,22.5
189,25-01-2020,MN,0,0,0,0,NorthCentral,26.3
190,25-01-2020,ID,0,0,0,0,West,7.5
191,25-01-2020,NV,0,0,0,0,West,9.8
192,25-01-2020,AL,0,0,0,0,South,36.9
193,25-01-2020,WA,1,0,0,0,West,40.5
194,25-01-2020,MO,0,0,0,0,NorthCentral,33.9
196,25-01-2020,VA,0,0,0,0,South,80.8
197,25-01-2020,WY,0,0,0,0,West,2.3
199,25-01-2020,SD,0,0,0,0,NorthCentral,4.3
200,25-01-2020,OK,0,0,0,0,South,21.7
201,25-01-2020,MA,0,0,0,0,NorthEast,331.6
202,25-01-2020,WV,0,0,0,0,South,29.8
203,25-01-2020,AK,0,0,0,0,West,0.5
204,25-01-2020,IA,0,0,0,0,NorthCentral,21.4
205,25-01-2020,HI,0,0,0,0,West,84.4
206,25-01-2020,TX,0,0,0,0,South,39.1
207,25-01-2020,CO,0,0,0,0,West,19.6
208,25-01-2020,NM,0,0,0,0,West,6.6
210,25-01-2020,NY,0,0,0,0,NorthEast,161
213,25-01-2020,GA,0,0,0,0,South,67.1
214,25-01-2020,KS,0,0,0,0,NorthCentral,13.7
215,25-01-2020,TN,0,0,0,0,South,60.8
217,25-01-2020,FL,0,0,0,0,South,140.8
218,25-01-2020,AR,0,0,0,0,South,22
220,25-01-2020,PA,0,0,0,0,NorthEast,110.2
221,25-01-2020,OH,0,0,0,0,NorthCentral,109.3
222,25-01-2020,UT,0,0,0,0,West,13.6
223,25-01-2020,CA,0,0,0,0,West,95
224,25-01-2020,NE,0,0,0,0,NorthCentral,9.4
225,25-01-2020,RI,0,0,0,0,NorthEast,392.7
226,25-01-2020,IL,1,0,0,0,NorthCentral,89.6
227,25-01-2020,CT,0,0,0,0,NorthEast,286.7
228,25-01-2020,MD,0,0,0,0,South,235.8
229,25-01-2020,MI,0,0,0,0,NorthCentral,67.6
230,25-01-2020,NH,0,0,0,0,NorthEast,57.1
231,25-01-2020,NC,0,0,0,0,South,78.2
233,25-01-2020,OR,0,0,0,0,West,15.8
234,25-01-2020,DE,0,0,0,0,South,183.4
235,25-01-2020,IN,0,0,0,0,NorthCentral,70.8
236,25-01-2020,WI,0,0,0,0,NorthCentral,40.9
237,25-01-2020,LA,0,0,0,0,South,41.3
238,25-01-2020,ME,0,0,0,0,NorthEast,16.6
239,25-01-2020,DC,0,0,0,0,South,"4,088.40"
240,25-01-2020,SC,0,0,0,0,South,61.3
241,26-01-2020,NC,0,0,0,0,South,78.2
242,26-01-2020,MD,0,0,0,0,South,235.8
243,26-01-2020,SC,0,0,0,0,South,61.3
244,26-01-2020,MT,0,0,0,0,West,2.7
245,26-01-2020,ID,0,0,0,0,West,7.5
246,26-01-2020,KY,0,0,0,0,South,43
247,26-01-2020,LA,0,0,0,0,South,41.3
248,26-01-2020,AZ,1,1,0,0,West,22.5
249,26-01-2020,DC,0,0,0,0,South,"4,088.40"
250,26-01-2020,MN,0,0,0,0,NorthCentral,26.3
251,26-01-2020,CA,2,2,0,0,West,95
252,26-01-2020,NV,0,0,0,0,West,9.8
253,26-01-2020,ME,0,0,0,0,NorthEast,16.6
254,26-01-2020,ND,0,0,0,0,NorthCentral,4
255,26-01-2020,MO,0,0,0,0,NorthCentral,33.9
256,26-01-2020,IN,0,0,0,0,NorthCentral,70.8
257,26-01-2020,IL,1,0,0,0,NorthCentral,89.6
258,26-01-2020,NE,0,0,0,0,NorthCentral,9.4
260,26-01-2020,UT,0,0,0,0,West,13.6
261,26-01-2020,GA,0,0,0,0,South,67.1
262,26-01-2020,SD,0,0,0,0,NorthCentral,4.3
263,26-01-2020,FL,0,0,0,0,South,140.8
265,26-01-2020,MA,0,0,0,0,NorthEast,331.6
266,26-01-2020,NY,0,0,0,0,NorthEast,161
267,26-01-2020,WV,0,0,0,0,South,29.8
268,26-01-2020,TN,0,0,0,0,South,60.8
269,26-01-2020,AK,0,0,0,0,West,0.5
270,26-01-2020,AR,0,0,0,0,South,22
271,26-01-2020,OK,0,0,0,0,South,21.7
272,26-01-2020,HI,0,0,0,0,West,84.4
274,26-01-2020,NM,0,0,0,0,West,6.6
275,26-01-2020,CO,0,0,0,0,West,19.6
277,26-01-2020,PA,0,0,0,0,NorthEast,110.2
279,26-01-2020,TX,0,0,0,0,South,39.1
280,26-01-2020,KS,0,0,0,0,NorthCentral,13.7
281,26-01-2020,OH,0,0,0,0,NorthCentral,109.3
282,26-01-2020,IA,0,0,0,0,NorthCentral,21.4
285,26-01-2020,NJ,0,0,0,0,NorthEast,467.2
286,26-01-2020,MS,0,0,0,0,South,24.6
288,26-01-2020,VT,0,0,0,0,NorthEast,26.3
289,26-01-2020,NH,0,0,0,0,NorthEast,57.1
290,26-01-2020,WY,0,0,0,0,West,2.3
292,26-01-2020,DE,0,0,0,0,South,183.4
293,26-01-2020,WA,1,0,0,0,West,40.5
294,26-01-2020,AL,0,0,0,0,South,36.9
295,26-01-2020,OR,0,0,0,0,West,15.8
296,26-01-2020,VA,0,0,0,0,South,80.8
297,26-01-2020,CT,0,0,0,0,NorthEast,286.7
298,26-01-2020,WI,0,0,0,0,NorthCentral,40.9
299,26-01-2020,RI,0,0,0,0,NorthEast,392.7
300,26-01-2020,MI,0,0,0,0,NorthCentral,67.6
301,27-01-2020,MD,0,0,0,0,South,235.8
302,27-01-2020,MT,0,0,0,0,West,2.7
303,27-01-2020,MS,0,0,0,0,South,24.6
304,27-01-2020,VT,0,0,0,0,NorthEast,26.3
305,27-01-2020,AL,0,0,0,0,South,36.9
306,27-01-2020,ND,0,0,0,0,NorthCentral,4
307,27-01-2020,OR,0,0,0,0,West,15.8
308,27-01-2020,CT,0,0,0,0,NorthEast,286.7
309,27-01-2020,WA,1,0,0,0,West,40.5
311,27-01-2020,NH,0,0,0,0,NorthEast,57.1
312,27-01-2020,DC,0,0,0,0,South,"4,088.40"
313,27-01-2020,LA,0,0,0,0,South,41.3
314,27-01-2020,WY,0,0,0,0,West,2.3
316,27-01-2020,VA,0,0,0,0,South,80.8
317,27-01-2020,NJ,0,0,0,0,NorthEast,467.2
318,27-01-2020,MN,0,0,0,0,NorthCentral,26.3
319,27-01-2020,CA,2,0,0,0,West,95
320,27-01-2020,NC,0,0,0,0,South,78.2
321,27-01-2020,ID,0,0,0,0,West,7.5
322,27-01-2020,IL,1,0,0,0,NorthCentral,89.6
323,27-01-2020,AK,0,0,0,0,West,0.5
324,27-01-2020,WV,0,0,0,0,South,29.8
325,27-01-2020,FL,0,0,0,0,South,140.8
326,27-01-2020,UT,0,0,0,0,West,13.6
327,27-01-2020,TN,0,0,0,0,South,60.8
329,27-01-2020,KS,0,0,0,0,NorthCentral,13.7
330,27-01-2020,NM,0,0,0,0,West,6.6
331,27-01-2020,OK,0,0,0,0,South,21.7
333,27-01-2020,AR,0,0,0,0,South,22
336,27-01-2020,SD,0,0,0,0,NorthCentral,4.3
337,27-01-2020,IA,0,0,0,0,NorthCentral,21.4
339,27-01-2020,MA,0,0,0,0,NorthEast,331.6
340,27-01-2020,TX,0,0,0,0,South,39.1
341,27-01-2020,HI,0,0,0,0,West,84.4
342,27-01-2020,NY,0,0,0,0,NorthEast,161
343,27-01-2020,CO,0,0,0,0,West,19.6
344,27-01-2020,GA,0,0,0,0,South,67.1
346,27-01-2020,OH,0,0,0,0,NorthCentral,109.3
347,27-01-2020,PA,0,0,0,0,NorthEast,110.2
348,27-01-2020,RI,0,0,0,0,NorthEast,392.7
349,27-01-2020,NV,0,0,0,0,West,9.8
350,27-01-2020,ME,0,0,0,0,NorthEast,16.6
351,27-01-2020,WI,0,0,0,0,NorthCentral,40.9
352,27-01-2020,DE,0,0,0,0,South,183.4
353,27-01-2020,MI,0,0,0,0,NorthCentral,67.6
354,27-01-2020,MO,0,0,0,0,NorthCentral,33.9
355,27-01-2020,NE,0,0,0,0,NorthCentral,9.4
356,27-01-2020,KY,0,0,0,0,South,43
357,27-01-2020,IN,0,0,0,0,NorthCentral,70.8
358,27-01-2020,AZ,1,0,0,0,West,22.5
359,27-01-2020,SC,0,0,0,0,South,61.3
361,28-01-2020,MO,0,0,0,0,NorthCentral,33.9
362,28-01-2020,MT,0,0,0,0,West,2.7
363,28-01-2020,IN,0,0,0,0,NorthCentral,70.8
364,28-01-2020,NJ,0,0,0,0,NorthEast,467.2
365,28-01-2020,ME,0,0,0,0,NorthEast,16.6
366,28-01-2020,NC,0,0,0,0,South,78.2
367,28-01-2020,VT,0,0,0,0,NorthEast,26.3
368,28-01-2020,WA,1,0,0,0,West,40.5
369,28-01-2020,DC,0,0,0,0,South,"4,088.40"
370,28-01-2020,IL,1,0,0,0,NorthCentral,89.6
371,28-01-2020,SC,0,0,0,0,South,61.3
372,28-01-2020,LA,0,0,0,0,South,41.3
373,28-01-2020,WI,0,0,0,0,NorthCentral,40.9
374,28-01-2020,NV,0,0,0,0,West,9.8
375,28-01-2020,AZ,1,0,0,0,West,22.5
377,28-01-2020,VA,0,0,0,0,South,80.8
378,28-01-2020,MS,0,0,0,0,South,24.6
380,28-01-2020,MN,0,0,0,0,NorthCentral,26.3
381,28-01-2020,ID,0,0,0,0,West,7.5
382,28-01-2020,AL,0,0,0,0,South,36.9
383,28-01-2020,PA,0,0,0,0,NorthEast,110.2
385,28-01-2020,TN,0,0,0,0,South,60.8
386,28-01-2020,SD,0,0,0,0,NorthCentral,4.3
387,28-01-2020,OK,0,0,0,0,South,21.7
388,28-01-2020,GA,0,0,0,0,South,67.1
389,28-01-2020,MA,0,0,0,0,NorthEast,331.6
390,28-01-2020,OH,0,0,0,0,NorthCentral,109.3
392,28-01-2020,TX,0,0,0,0,South,39.1
393,28-01-2020,CO,0,0,0,0,West,19.6
397,28-01-2020,KS,0,0,0,0,NorthCentral,13.7
398,28-01-2020,WV,0,0,0,0,South,29.8
399,28-01-2020,AR,0,0,0,0,South,22
400,28-01-2020,UT,0,0,0,0,West,13.6
401,28-01-2020,NY,0,0,0,0,NorthEast,161
403,28-01-2020,IA,0,0,0,0,NorthCentral,21.4
404,28-01-2020,AK,0,0,0,0,West,0.5
405,28-01-2020,NM,0,0,0,0,West,6.6
406,28-01-2020,FL,0,0,0,0,South,140.8
407,28-01-2020,HI,0,0,0,0,West,84.4
408,28-01-2020,WY,0,0,0,0,West,2.3
409,28-01-2020,ND,0,0,0,0,NorthCentral,4
410,28-01-2020,NH,0,0,0,0,NorthEast,57.1
411,28-01-2020,MD,0,0,0,0,South,235.8
412,28-01-2020,DE,0,0,0,0,South,183.4
413,28-01-2020,MI,0,0,0,0,NorthCentral,67.6
414,28-01-2020,CA,2,0,0,0,West,95
415,28-01-2020,KY,0,0,0,0,South,43
417,28-01-2020,CT,0,0,0,0,NorthEast,286.7
418,28-01-2020,OR,0,0,0,0,West,15.8
419,28-01-2020,RI,0,0,0,0,NorthEast,392.7
420,28-01-2020,NE,0,0,0,0,NorthCentral,9.4
421,29-01-2020,ID,0,0,0,0,West,7.5
422,29-01-2020,NV,0,0,0,0,West,9.8
423,29-01-2020,WY,0,0,0,0,West,2.3
424,29-01-2020,DC,0,0,0,0,South,"4,088.40"
425,29-01-2020,NE,0,0,0,0,NorthCentral,9.4
426,29-01-2020,VT,0,0,0,0,NorthEast,26.3
427,29-01-2020,KY,0,0,0,0,South,43
428,29-01-2020,IL,1,0,0,0,NorthCentral,89.6
429,29-01-2020,MO,0,0,0,0,NorthCentral,33.9
430,29-01-2020,ND,0,0,0,0,NorthCentral,4
431,29-01-2020,DE,0,0,0,0,South,183.4
432,29-01-2020,NJ,0,0,0,0,NorthEast,467.2
433,29-01-2020,WI,0,0,0,0,NorthCentral,40.9
434,29-01-2020,MN,0,0,0,0,NorthCentral,26.3
436,29-01-2020,AL,0,0,0,0,South,36.9
437,29-01-2020,MT,0,0,0,0,West,2.7
439,29-01-2020,VA,0,0,0,0,South,80.8
440,29-01-2020,HI,0,0,0,0,West,84.4
441,29-01-2020,AK,0,0,0,0,West,0.5
442,29-01-2020,WV,0,0,0,0,South,29.8
443,29-01-2020,OK,0,0,0,0,South,21.7
445,29-01-2020,TX,0,0,0,0,South,39.1
446,29-01-2020,MA,0,0,0,0,NorthEast,331.6
447,29-01-2020,TN,0,0,0,0,South,60.8
448,29-01-2020,UT,0,0,0,0,West,13.6
450,29-01-2020,AR,0,0,0,0,South,22
451,29-01-2020,OH,0,0,0,0,NorthCentral,109.3
452,29-01-2020,NM,0,0,0,0,West,6.6
454,29-01-2020,KS,0,0,0,0,NorthCentral,13.7
458,29-01-2020,GA,0,0,0,0,South,67.1
459,29-01-2020,SD,0,0,0,0,NorthCentral,4.3
460,29-01-2020,NY,0,0,0,0,NorthEast,161
461,29-01-2020,FL,0,0,0,0,South,140.8
462,29-01-2020,PA,0,0,0,0,NorthEast,110.2
463,29-01-2020,IA,0,0,0,0,NorthCentral,21.4
464,29-01-2020,CO,0,0,0,0,West,19.6
465,29-01-2020,WA,1,0,0,0,West,40.5
466,29-01-2020,OR,0,0,0,0,West,15.8
467,29-01-2020,NH,0,0,0,0,NorthEast,57.1
468,29-01-2020,MS,0,0,0,0,South,24.6
469,29-01-2020,NC,0,0,0,0,South,78.2
470,29-01-2020,ME,0,0,0,0,NorthEast,16.6
471,29-01-2020,AZ,1,0,0,0,West,22.5
472,29-01-2020,MD,0,0,0,0,South,235.8
473,29-01-2020,CT,0,0,0,0,NorthEast,286.7
474,29-01-2020,IN,0,0,0,0,NorthCentral,70.8
475,29-01-2020,LA,0,0,0,0,South,41.3
476,29-01-2020,SC,0,0,0,0,South,61.3
477,29-01-2020,MI,0,0,0,0,NorthCentral,67.6
478,29-01-2020,RI,0,0,0,0,NorthEast,392.7
480,29-01-2020,CA,2,0,0,0,West,95
482,30-01-2020,IL,1,0,0,0,NorthCentral,89.6
483,30-01-2020,DC,0,0,0,0,South,"4,088.40"
484,30-01-2020,WA,1,0,0,0,West,40.5
485,30-01-2020,MN,0,0,0,0,NorthCentral,26.3
486,30-01-2020,OR,0,0,0,0,West,15.8
487,30-01-2020,NH,0,0,0,0,NorthEast,57.1
488,30-01-2020,AL,0,0,0,0,South,36.9
489,30-01-2020,MS,0,0,0,0,South,24.6
490,30-01-2020,NJ,0,0,0,0,NorthEast,467.2
491,30-01-2020,WY,0,0,0,0,West,2.3
493,30-01-2020,ND,0,0,0,0,NorthCentral,4
494,30-01-2020,WI,0,0,0,0,NorthCentral,40.9
495,30-01-2020,MI,0,0,0,0,NorthCentral,67.6
496,30-01-2020,IN,0,0,0,0,NorthCentral,70.8
497,30-01-2020,SC,0,0,0,0,South,61.3
498,30-01-2020,CT,0,0,0,0,NorthEast,286.7
499,30-01-2020,AZ,1,0,0,0,West,22.5
500,30-01-2020,RI,0,0,0,0,NorthEast,392.7
501,30-01-2020,CA,2,0,0,0,West,95
502,30-01-2020,SD,0,0,0,0,NorthCentral,4.3
503,30-01-2020,OK,0,0,0,0,South,21.7
504,30-01-2020,PA,0,0,0,0,NorthEast,110.2
505,30-01-2020,CO,0,0,0,0,West,19.6
507,30-01-2020,MA,0,0,0,0,NorthEast,331.6
509,30-01-2020,AR,0,0,0,0,South,22
511,30-01-2020,FL,0,0,0,0,South,140.8
513,30-01-2020,HI,0,0,0,0,West,84.4
514,30-01-2020,WV,0,0,0,0,South,29.8
515,30-01-2020,AK,0,0,0,0,West,0.5
517,30-01-2020,NM,0,0,0,0,West,6.6
518,30-01-2020,UT,0,0,0,0,West,13.6
519,30-01-2020,OH,0,0,0,0,NorthCentral,109.3
520,30-01-2020,TX,0,0,0,0,South,39.1
521,30-01-2020,GA,0,0,0,0,South,67.1
522,30-01-2020,KS,0,0,0,0,NorthCentral,13.7
523,30-01-2020,IA,0,0,0,0,NorthCentral,21.4
524,30-01-2020,NY,0,0,0,0,NorthEast,161
526,30-01-2020,TN,0,0,0,0,South,60.8
527,30-01-2020,MT,0,0,0,0,West,2.7
528,30-01-2020,ME,0,0,0,0,NorthEast,16.6
529,30-01-2020,MD,0,0,0,0,South,235.8
530,30-01-2020,NE,0,0,0,0,NorthCentral,9.4
531,30-01-2020,VT,0,0,0,0,NorthEast,26.3
532,30-01-2020,DE,0,0,0,0,South,183.4
534,30-01-2020,MO,0,0,0,0,NorthCentral,33.9
535,30-01-2020,ID,0,0,0,0,West,7.5
536,30-01-2020,NC,0,0,0,0,South,78.2
537,30-01-2020,LA,0,0,0,0,South,41.3
538,30-01-2020,VA,0,0,0,0,South,80.8
539,30-01-2020,KY,0,0,0,0,South,43
540,30-01-2020,NV,0,0,0,0,West,9.8
541,31-01-2020,CT,0,0,0,0,NorthEast,286.7
542,31-01-2020,VT,0,0,0,0,NorthEast,26.3
543,31-01-2020,WA,1,0,0,0,West,40.5
544,31-01-2020,DC,0,0,0,0,South,"4,088.40"
545,31-01-2020,DE,0,0,0,0,South,183.4
546,31-01-2020,OR,0,0,0,0,West,15.8
547,31-01-2020,MT,0,0,0,0,West,2.7
548,31-01-2020,NE,0,0,0,0,NorthCentral,9.4
549,31-01-2020,WI,0,0,0,0,NorthCentral,40.9
550,31-01-2020,IL,2,1,0,0,NorthCentral,89.6
551,31-01-2020,ND,0,0,0,0,NorthCentral,4
552,31-01-2020,MN,0,0,0,0,NorthCentral,26.3
554,31-01-2020,VA,0,0,0,0,South,80.8
555,31-01-2020,ID,0,0,0,0,West,7.5
556,31-01-2020,ME,0,0,0,0,NorthEast,16.6
557,31-01-2020,HI,0,0,0,0,West,84.4
558,31-01-2020,IA,0,0,0,0,NorthCentral,21.4
559,31-01-2020,PA,0,0,0,0,NorthEast,110.2
560,31-01-2020,SD,0,0,0,0,NorthCentral,4.3
561,31-01-2020,OH,0,0,0,0,NorthCentral,109.3
562,31-01-2020,AR,0,0,0,0,South,22
564,31-01-2020,CO,0,0,0,0,West,19.6
565,31-01-2020,NM,0,0,0,0,West,6.6
566,31-01-2020,TX,0,0,0,0,South,39.1
567,31-01-2020,MA,0,0,0,0,NorthEast,331.6
571,31-01-2020,GA,0,0,0,0,South,67.1
572,31-01-2020,NY,0,0,0,0,NorthEast,161
574,31-01-2020,WV,0,0,0,0,South,29.8
575,31-01-2020,TN,0,0,0,0,South,60.8
577,31-01-2020,AK,0,0,0,0,West,0.5
578,31-01-2020,KS,0,0,0,0,NorthCentral,13.7
579,31-01-2020,FL,0,0,0,0,South,140.8
580,31-01-2020,UT,0,0,0,0,West,13.6
581,31-01-2020,OK,0,0,0,0,South,21.7
582,31-01-2020,WY,0,0,0,0,West,2.3
583,31-01-2020,IN,0,0,0,0,NorthCentral,70.8
584,31-01-2020,AZ,1,0,0,0,West,22.5
585,31-01-2020,KY,0,0,0,0,South,43
586,31-01-2020,CA,3,1,0,0,West,95
587,31-01-2020,LA,0,0,0,0,South,41.3
588,31-01-2020,MO,0,0,0,0,NorthCentral,33.9
589,31-01-2020,MS,0,0,0,0,South,24.6
590,31-01-2020,NV,0,0,0,0,West,9.8
